"perplexity","ng"
3.03655426807425,3
10.1299793384056,1
4.98686197496198,1
4.82895353258964,2
11.2439158158229,1
14.0771022163562,1
4.81242344682604,2
6.72158293931255,1
6.7858899459678,1
7.87294798678111,1
0.847297860387203,2
1.29573080009137,2
9.31331188238594,1
3.51888982041015,1
0.435318071257845,2
14.075483503969,1
6.45538352588574,2
7.33384603525876,1
4.18156277361199,2
3.53699892282122,3
1.6094379124341,3
8.15932616256347,1
0.31015492830384,2
12.2837317454357,1
14.0754873593238,1
0,4
4.53768716311684,2
8.84014587794994,2
7.52206427305513,1
8.78748746851678,2
4.87783090986435,2
12.466135802942,1
1.64865862558738,2
2.39789527279837,3
12.9768712153009,1
5.05029174802538,1
7.16872857650349,1
0.693147180559945,4
4.64214918922918,2
10.3619453638768,1
0.510825623765991,2
12.715562878058,1
14.075483503969,1
12.4917364326136,1
9.77149011793133,1
2.60268968544438,2
3.29583686600433,2
4.58739407534783,2
1.17865499634165,2
0,4
8.51099393906855,1
6.78162500183793,2
6.63187001640987,2
10.8173869659476,1
4.0767035314182,2
5.08450514266271,2
14.075483503969,1
14.0755567531686,1
5.73331045503271,2
4.95870383759388,2
0.579665226802953,2
10.7468473116287,1
1.17007125265025,2
9.58997971635736,1
0.916290731874155,2
4.67141180149134,2
9.55411507312934,1
2.95238183268038,2
3.02852209637698,2
3.10297780390759,2
9.2799481507876,1
3.946286396394,2
3.91701054693919,2
5.81188921598205,3
2.92673940206704,2
10.3382355733909,1
2.30258509299405,4
5.47267633473103,1
8.2611620446423,1
9.20036868211629,1
2.59026716544583,2
4.76501888692999,2
1.94591014905531,3
9.05305478345344,2
9.41204595200067,1
6.96176986728837,2
4.65396035015752,3
0,4
2.11729617497229,3
4.95582705760126,2
14.0755374775837,1
8.82514821479169,1
14.075483503969,1
14.075483503969,1
5.57384019558408,1
2.6149597780362,3
12.2864929742036,1
7.98036576511125,2
6.75843355356768,1
14.075483503969,1
14.1014936880304,1
4.92932193822126,2
9.00091479749017,2
9.22345478219312,1
6.9960713600307,2
2.54374714981093,3
7.26349920660134,1
2.22814261673953,3
11.1053060379826,1
8.00829164135861,1
2.65324196460722,3
3.51889367576495,1
6.289715570909,3
10.9408332561271,1
5.51304464783109,2
0,3
3.35699128915766,3
4.04742764243435,2
7.73453959041415,1
9.67096324898171,1
0,3
4.7240637159285,2
1.43914542128327,2
10.1634774619908,1
1.38629436111989,3
1.47520941277542,3
2.06026182064122,2
1.48160454092422,3
7.81630181612286,2
3.0122615755052,2
8.66393151852804,1
3.26476322937967,2
5.1772444865076,2
12.6949486288158,1
1.94591014905531,2
10.3621142087585,2
7.7481518289948,2
10.4919691919369,1
0,3
9.71933647508814,1
1.87102487410303,2
4.1074930350656,2
2.57926941123629,2
12.0207493379869,1
5.30426661575063,2
2.8862480407123,2
4.00386397099846,2
8.89505411909775,2
4.14630430115281,3
6.91757987507262,2
14.075483503969,1
11.3162077793925,1
2.30258509299405,3
6.21009794294431,2
3.70655508026488,2
7.15773548424991,2
8.92283606150158,2
0,3
11.5174582532689,1
2.25129179860649,2
13.3825730146365,1
9.04506563025924,1
7.42004315360139,1
7.65822752616135,3
10.2272894325988,1
8.16525305232301,2
4.79661665055905,2
14.075483503969,1
11.8982634486943,1
8.13769280042258,1
10.7094475834126,1
14.0754896725296,1
1.5604303333274,3
14.0755097200886,1
4.03013119146945,2
6.33659444418768,1
3.65210020261064,3
10.1218096881623,1
1.56861591791385,2
5.00394630594546,2
14.0754850461127,1
2.53897387105828,3
3.51889136255385,1
1.6094379124341,3
9.12753137119036,1
2.35665231426432,3
8.41127696582469,2
4.20255814686233,2
1.33538675598897,2
4.88226714714463,1
6.28320088988781,2
3.00135553110835,2
2.68960073808745,2
9.39335459005948,1
14.0755020095365,1
8.02027047281924,2
4.43137178914523,2
14.0754958410521,1
3.6731310971458,3
11.3674356160815,1
10.9399892880399,1
2.63254264859407,3
14.0823899982817,1
2.52572864430826,2
14.0755043227084,1
8.17990061841112,2
10.985324309446,1
7.24330447068081,2
14.075483503969,1
6.78038971247293,2
2.23804657185647,3
1.70511021427751,2
8.00656754765291,2
8.56841848349169,2
0.189241999638528,2
0,3
1.79175946922805,3
14.07550586482,1
7.67027894889834,1
2.91777073208428,3
0,4
1.79175946922805,3
3.96081316959758,3
7.16368865311934,2
1.18958406687383,2
6.39024066706535,2
12.283845085788,1
3.40164773069026,2
5.90410600709409,1
2.20305549764701,3
14.0754850461127,1
1.38629436111989,3
6.426084615715,1
9.96618062187455,2
2.80336038090653,2
2.35137525716348,2
2.22462355152433,3
3.66356164612965,2
3.92789635458444,2
9.66912505351456,2
10.7558376534663,1
0,3
3.6398392586893,2
2.484906649788,2
14.0754927567956,1
6.05423580558597,1
9.66878199121378,1
6.58273708225436,1
6.69387221085359,1
9.0918768822607,1
6.73862631597417,2
4.06902675423781,2
3.95487536978429,2
14.075483503969,1
3.13277312581479,3
1.38629436111989,3
9.01932251299296,1
11.9960419622892,1
3.80666248977032,2
10.9464791191903,1
3.55534806148942,3
5.40609054822401,1
4.21212759787848,3
3.65744673470076,2
2.1870055103041,2
7.035362910729,2
1.08180517035173,3
5.35123976800238,2
10.6414962994839,1
5.9625756423862,2
5.2840813788862,2
3.69053554060892,2
2.484906649788,3
14.1232290539092,1
8.77777124617596,2
7.74578341718567,1
0,4
7.60875615377473,2
12.1298524441902,1
9.30957427686712,1
2.33422217793723,3
3.14571124901086,2
6.46630023314082,2
3.4704595771475,3
3.73994899367809,2
2.53897387105828,2
12.467992965315,1
4.92725368515721,2
7.95299069445465,1
14.075500467419,1
1.19102628814419,2
4.75317051196398,2
2.21417413564999,2
10.8974443238902,1
4.5485998344997,2
12.0030012930176,1
6.18396941559811,1
14.075483503969,1
3.02852209637698,2
2.4567357728213,2
3.11674484793878,2
6.42579242240122,1
2.00030422112111,2
8.82355961907215,2
5.40492710160629,2
9.03205992919349,1
4.3502779363593,3
4.18432139605107,2
5.25749537202778,3
13.4078911309767,1
5.70814077952491,2
2.058388132482,3
2.23613999358589,2
3.3722098447889,2
2.17205670562929,2
1.70474809223842,2
3.72328088083127,3
3.67249597486341,2
9.98178489178612,1
4.9192507322944,2
1.32175583998232,3
6.84018995948637,2
10.7081892161263,1
7.87294798678111,1
7.87682819629526,2
6.45578416074325,2
10.5201354424796,1
12.3329240684196,1
4.19923199301996,2
12.7214991689067,1
11.5106081667228,1
5.60807539069902,2
3.45631668088324,2
4.72500240268941,2
14.0755505850219,1
4.52283991760496,2
3.29583686600433,3
4.84923618554417,2
11.4368586524639,1
9.50466348813048,1
4.24516944120202,1
9.11609347284241,1
11.0573115201149,1
14.0754912146638,1
6.00176842224626,2
3.95975440824934,2
2.91770216802142,2
7.0081867872214,1
4.26969744969996,3
4.85884886858497,2
14.0755220568482,1
2.70805020110221,2
1.66915714713572,3
10.9400694763591,1
3.63831688683234,4
3.51890215749318,1
6.10392976449574,2
3.6582700090658,2
4.36097322547605,3
8.93968506691877,1
14.075483503969,1
10.2256342627817,1
0,3
14.0757518011854,1
1.60091885698058,2
4.65918477429433,2
7.67931306683331,2
2.18122423598977,3
2.70380113440533,2
8.2482674474469,2
9.85613539805263,1
9.97039825781876,2
9.78525767048342,1
9.29366997956319,2
3.6959969218828,2
1.94591014905531,3
2.19141521322938,2
4.29869668876389,1
6.61559653450328,2
14.0754865882541,1
1.37371557891303,3
8.27944117453367,1
10.2081811364771,1
0,4
4.82883654700762,1
4.65871095291612,2
8.87152385120532,1
1.339774345485,3
1.83258146374831,2
11.4364261743538,1
5.08938313071627,2
10.7679863694916,1
9.33488567704884,2
9.00663327536343,1
14.0754981542382,1
2.89827693740328,3
0.832909122935104,3
5.51858690909277,1
7.33791299968067,2
12.2837972839406,1
2.08833048909708,3
4.38202663467388,3
8.81486766021923,1
14.0754981542382,1
8.3890756886358,2
7.20441691421449,2
4.02980604108453,3
6.41542423785231,2
2.69848075008606,2
4.46283391013083,2
10.4389654799928,1
7.97648093390005,2
7.42562602747476,2
4.29870517049867,1
1.89085037187229,3
7.03407723766678,1
9.10204605501314,1
4.1820501426412,4
3.64597195310266,3
8.74311317472866,1
11.6775943997312,1
3.94637842234538,2
7.22531711688096,2
3.90197266957465,3
0,4
0,3
6.04985020537511,2
7.82945990070037,2
6.02771689337017,2
14.0755143463912,1
2.90424912663355,1
6.91869521902047,2
1.09861228866811,4
3.89570003139621,2
13.3878259141885,1
6.33702536586952,1
6.61069604471776,2
7.63506231118879,2
14.1001908796668,1
6.09992319975581,2
11.6797618336273,1
2.90420748974881,1
13.4070436991068,1
3.09104245335831,3
8.37514093596757,1
0.980829253011726,2
3.87812145375246,3
5.17897060891547,3
9.6096059999268,1
11.772916145484,1
4.36309862478836,3
8.11082241015203,2
1.6094379124341,2
5.64472128646503,1
8.18710199304104,1
9.44722902508206,2
9.73238028251334,1
4.22301340552373,2
1.88178562088577,3
13.3823394076941,1
2.64521962230979,2
5.79688636564499,2
7.30505379775724,2
4.60536247519165,2
5.51489394789231,2
0.916290731874155,3
1.25276296849537,3
0,4
10.8566192451206,1
10.0681503187366,1
1.3054574582492,2
6.63660250848156,2
5.70267074580351,2
10.4269134582779,2
4.16666522380172,2
4.88189556414282,1
3.51891449442402,1
1.75412840101041,2
0.405465108108164,3
2.67414864942653,3
1.0869186070312,2
0.49123192986559,2
12.1300150818496,1
7.86685495316467,2
6.04878961372725,3
4.73836802083038,1
4.43994489489258,2
13.3823440341038,1
3.66619700103711,2
8.85514926868614,1
3.3787245258101,2
1.04145387482816,2
0,4
5.58451110570372,2
9.3308057971451,1
10.6415132629338,1
1.73460105538811,2
6.0126031799469,2
2.47463393993228,2
8.84974454095057,1
7.04708234420324,2
0.823468297554219,2
1.43914542128327,2
7.49720722320332,2
7.90587585576261,1
6.8889926099854,1
2.38820661569462,3
4.30609006858394,2
1.9213246735827,2
3.71830340368182,2
14.095491049229,1
10.8974343000451,1
5.50125821054473,2
2.21297293430436,3
3.06027079469156,2
4.85881726152395,2
4.25159966204478,2
0.933288308242727,3
2.86968830800703,2
5.89195807517225,2
5.60310234689948,2
7.79716485129699,2
8.28997886573154,2
10.3379542110248,1
0.444601123948417,2
12.978131124731,1
7.55939492307409,2
8.13081682155517,1
7.31399632054396,1
9.77142380825742,1
4.27918178446634,2
8.25894585741548,1
9.65664289617244,1
5.81165905314083,2
0.859778521610814,3
10.026339202518,2
6.64509096950564,2
9.73497437558004,1
5.73482709633816,2
14.0755158884874,1
11.7748357802645,1
3.06960212212045,2
2.19722457733622,3
14.0754935278606,1
14.07550586482,1
11.4395587564742,1
3.62434093297636,2
5.84913263853019,2
3.19867311755068,4
14.0755397906735,1
14.0765963131793,1
4.32812507931928,2
4.29955041284964,2
14.0754927567956,1
3.88156379794344,3
9.03967066792267,2
11.9960419622892,1
4.77759444082585,2
7.95945064786249,2
2.27224106634337,2
0,4
4.88201121680562,1
8.02566501686041,2
9.28872015930224,2
9.24960108432949,1
1.29591484352614,2
4.9192507322944,2
4.43675153436313,3
3.17636034984161,2
1.50407739677628,3
0,4
1.55227949859415,2
4.53637570751835,2
2.91753759508781,2
11.590576854181,1
2.40632939645198,2
6.05429594691812,1
4.98958188489842,2
5.8062377841875,2
6.35871922633435,1
4.01462897091521,2
5.47273416273437,1
10.9851270697228,1
0.510825623765991,4
7.41443900358079,2
14.075483503969,1
14.075483503969,1
5.10230248262208,2
8.05935795774126,1
7.12642215826927,2
1.38629436111989,3
14.0954970955986,1
11.6975927532321,1
3.48263771360233,2
3.120895416508,3
14.076821960675,1
5.27665586976686,2
14.075483503969,1
4.26267987704132,3
3.64196253432619,2
6.78219205600679,2
1.43481392591005,2
2.48563737689395,2
4.0203391489116,2
2.49526943682355,3
0.875468737353899,3
4.0943445622221,3
3.79548918917219,2
6.18033269429803,2
9.29348595306285,2
7.69780228428204,2
2.87919845729804,3
3.48777800266839,2
2.65622513323762,2
12.4663824934361,1
0,3
9.3077415843862,1
12.9768735285156,1
7.60936268269157,1
6.71699824336708,2
10.0169678581216,1
8.39873124384446,1
14.1240623352413,1
1.25401531681183,2
0,2
2.68585702641545,2
12.7138965185469,1
10.0865009995485,1
9.11096192799591,2
2.21853777893777,3
12.6892169010719,1
7.00834561185775,1
5.64685932725658,3
3.77276093809464,2
0.139761942375159,2
5.86929691313377,2
1.73349056110408,2
0.191891007810106,3
3.11351530921038,4
10.5448556064254,1
7.21487226407253,2
6.08506872706721,2
3.65738508812059,2
5.31156259329806,3
10.0501441503169,1
4.00995055953873,2
0.502091943797236,3
4.60266705576997,3
9.94896687532287,1
14.0754865882541,1
8.84697772166761,1
6.02551446046419,1
14.0755066358749,1
6.60591761711776,1
2.25612625627692,2
12.7091936649106,1
6.46523710667126,2
3.67974697055067,2
4.85592890433527,3
3.78321513327268,2
5.18913692810064,2
1.43914542128327,2
5.67391557898174,2
4.80811102998478,3
0.336472236621213,3
2.86968830800703,2
3.30199073157871,2
6.73709875371868,2
9.48067743108678,1
3.42167591300569,2
0,3
8.30404238083902,1
14.0755991581477,1
4.85007522908381,2
8.34538680528049,1
3.63751919618801,2
8.06670979665641,2
1.29573080009137,2
1.79175946922805,2
11.8783622450031,1
6.21594054365597,3
7.56571151070786,2
8.36036782669519,2
11.0310582166546,1
9.79889371821169,1
13.0045965916159,1
3.60004824040732,3
5.37063802812766,2
9.28875097926741,2
9.69446261290762,2
1.9993988340063,2
2.98783957275508,2
4.37155533480659,3
8.44794797565739,1
14.0754958410521,1
0.780922791442331,2
10.8174733223327,1
5.57381012421083,1
9.19330287273278,1
5.51849284267873,1
0.318453731118535,4
10.3012892978701,1
7.77569574991525,2
2.59026716544583,2
3.88132024202586,2
1.55280929993105,2
2.49250255899519,2
14.0876941469888,1
9.03545112699952,2
14.0771299296834,1
6.63758563161499,2
14.0756862754628,1
8.75260845340543,1
3.29332142905026,2
0.693147180559945,4
2.65675690671466,2
2.85357235343189,2
8.40560258098851,1
14.0754865882541,1
9.69433935773845,2
8.48074894623202,1
14.0755166595346,1
4.13627593729262,1
6.18759972961391,1
14.0772207624273,1
0,4
11.5908359009674,1
0,4
10.8604717586722,1
4.77759444082585,2
7.42133715234636,1
0.485507815781701,3
0.311779624030842,2
12.9769012866742,1
3.67969102805953,3
2.77258872223978,2
3.5582741791588,2
2.20800635293951,2
2.04307389750896,3
8.16488963142231,2
8.89590356221559,2
6.96561979268124,2
3.69792928963385,2
8.35890061242164,2
7.37356261609646,2
1.27629346590556,2
4.87283175026652,2
7.65565891691878,2
0,2
9.51066716196104,2
7.90587894003812,1
13.3825637639141,1
2.23205162653284,2
0,3
8.85887406174484,2
6.05131508337301,2
0.508063191070081,3
3.15700042115011,2
2.91753759508781,2
8.53422921163715,1
14.1001908796668,1
2.19722457733622,2
3.67840815424664,2
2.86765709331363,3
7.29406127362491,2
11.3093846128797,1
2.21573750275444,2
2.36139293942263,2
2.92316158071915,2
6.53215232515788,2
2.54272622067683,3
11.9960465887132,1
4.7382461988045,1
4.73827704122671,1
3.01518469948081,2
6.73538405304135,2
5.21861062393729,2
9.65704454424547,1
3.23805247405317,2
0.405465108108164,3
6.66085964486294,2
4.43762776662073,3
3.09104245335831,2
9.44084472714642,1
4.20239376780386,2
6.01475820422188,2
10.9400155041594,1
7.0508460395352,1
0,4
14.0754873593238,1
5.37076123014833,2
14.0761548826445,1
3.77869327314108,2
11.4373995649548,1
6.30444880242198,3
0,3
8.03624069866378,1
7.79815421799813,1
2.97442248696724,3
2.30214584974035,2
11.2427034087617,1
9.26900228462477,2
3.74360435380318,3
1.31885308032436,3
8.02172522330457,2
0.619039208406224,2
2.25200278335028,2
4.60849797608077,2
14.0754996963593,1
5.71916069734362,2
7.6702565880819,1
9.93564507104219,1
14.1262304599737,1
8.81192038859466,2
2.9704144655697,3
14.0798505616806,1
0.124297716677577,3
5.87081398823288,1
1.03961394790616,3
1.57350590320804,2
4.8955984841079,3
12.2864752884193,1
11.5109843514586,1
4.7382461988045,1
4.28588277412098,2
3.19184715248028,3
1.29928298413026,2
2.86220088092947,2
11.590576854181,1
6.78377214130237,2
8.26166731000017,2
8.25837234400583,1
5.1353781806877,2
4.11108521860374,2
3.55534806148941,3
6.66440902035041,2
9.10462168407423,1
14.075483503969,1
14.075483503969,1
10.4269430822021,2
3.00779141771853,2
7.96857916158859,2
2.27224106634337,2
2.8019163373343,3
1.05154477781012,3
0.200670695462151,3
8.85803681198225,2
10.0334402906363,1
4.12769905551215,2
8.57831527867583,1
5.37730760519595,1
4.69134788222914,3
4.24456664426774,1
2.96183072187831,3
11.3507888153354,1
0.154150679827258,3
0.405465108108164,3
6.45727188422231,2
9.47031486012465,1
8.53817930832375,1
10.3658054722371,2
0.22314355131421,3
14.075483503969,1
7.17475746634784,1
11.248919323949,1
0,4
3.46573590279973,2
9.06007869851743,1
6.31535800152234,2
10.4277425966138,2
6.16638700307161,2
10.6742892065919,1
9.10935124026316,2
0.693147180559945,3
9.26645286866506,2
0.207175148135479,2
10.050884096905,1
2.65675690671466,4
8.81084401332774,1
1.09861228866811,2
8.57834997633393,1
3.99474624165907,2
1.33538675598897,2
7.01949634384905,1
3.51889444683412,1
2.84199817361195,2
2.75153531304195,3
7.8379765982609,1
1.84667522682417,3
7.95991363483832,1
1.64461437123482,2
2.02703569386768,2
14.075483503969,1
14.0755359355208,1
1.44691898293632,3
14.075483503969,1
9.93244901197186,1
3.49650756146648,2
3.44011279791183,2
8.47706694246322,1
8.38045666784277,2
4.46014441393784,2
5.83536220589256,1
8.53470561650087,2
3.76477154806116,3
1.29573080009137,2
3.36729582998647,2
4.24456664426774,1
14.075488130393,1
2.83321334405622,3
4.32216850143741,2
5.00302651191446,2
3.38352069807359,2
10.2043148775795,1
4.4080093398083,2
10.5491384006829,1
10.3578403257293,1
1.23676262714893,3
0,3
3.44454250620053,2
0.251314428280906,2
10.2267983278959,1
6.60316923122324,2
3.29332142905026,2
1.83878440787292,2
1.05762294413491,2
6.6980488219751,2
3.62434093297637,2
14.075483503969,1
6.61843376814726,2
0.787368035637815,3
4.24457127069172,1
13.3823363234091,1
8.05695351541458,1
4.17694809075731,3
11.2422948339267,1
4.71849887129509,2
3.20274644293832,2
1.90921756580765,2
8.02396399529508,1
0,4
6.05545411833904,1
7.68879886144827,2
9.77152404211079,1
1.81237875643079,3
7.71950768796953,1
4.51085950651685,2
5.95566464297679,2
14.075955288998,1
14.0758188642435,1
1.12678316563481,2
5.4673823421074,2
14.0755112621918,1
2.25200278335028,2
10.9844472191713,1
10.641582655869,1
14.0754850461127,1
11.6805309360535,1
3.05045717324324,3
4.19386746141708,2
3.3322045101752,4
2.23804657185647,3
3.25281390555706,2
1.79799001897869,2
14.075483503969,1
0.348306694268215,2
1.70474809223842,4
5.83536220589256,1
3.05831575985576,2
7.16794949829619,1
5.60930776664363,2
2.67414864942653,3
3.09600172671767,2
7.21597500265147,2
7.17812586865903,2
1.67397643357167,2
6.86172830399607,1
1.27296567581289,2
3.89159600742897,2
7.49761085806707,1
12.129764562599,1
3.76120011569356,2
10.5797806182979,1
4.45628340528037,3
8.8774266581741,1
1.62470538456489,2
14.0756770244267,1
5.70558835480972,2
7.3115523299896,2
9.90310613652271,1
14.0765385453958,1
6.80375186673413,2
2.07944154167984,2
5.55962572665274,2
5.05027478468008,1
1.20397280432594,3
13.0245336929788,1
0.435318071257845,3
3.51889136255385,1
1.69281952137315,3
10.3893729893177,1
7.2142744392174,2
3.00159739300639,2
9.32334649910926,1
2.7408400239252,2
8.75256990424175,1
2.97418393734779,2
2.56956563801935,2
9.28859686994195,2
14.0755829673679,1
4.85981240436167,2
3.63119333577625,2
7.60933877973141,1
4.52334016774046,2
14.0754973831767,1
6.55393340402581,2
2.80336038090653,2
1.09861228866811,2
